Times of Transmission,8.179,8.179,8.179,8.179,8.18,8.178,8.18,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.18,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.18,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179
Real Time of Transmission,8.179,16.358,24.537,32.716,40.896,49.074,57.254,65.43299999999999,73.612,81.791,89.97,98.149,106.328,114.507,122.686,130.865,139.044,147.223,155.40200000000002,163.58100000000002,171.76100000000002,179.94000000000003,188.11900000000003,196.29800000000003,204.47700000000003,212.65600000000003,220.83500000000004,229.01400000000004,237.19300000000004,245.37300000000005,253.55200000000005,261.73100000000005,269.91,278.089,286.268,294.44699999999995,302.6259999999999,310.8049999999999
Predicted Times of Transmission,8.179,16.358,24.537,32.716,40.895,49.074,57.253,65.432,73.611,81.79,89.96900000000001,98.148,106.327,114.506,122.685,130.864,139.043,147.222,155.401,163.58,171.75900000000001,179.93800000000002,188.11700000000002,196.296,204.475,212.654,220.833,229.012,237.191,245.37,253.549,261.728,269.907,278.086,286.265,294.444,302.623,310.802
Error,0.0,0.0,0.0,0.0,0.0009999999999976694,0.0,0.0009999999999976694,0.000999999999990564,0.000999999999990564,0.000999999999990564,0.000999999999990564,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0.0020000000000095497,0.0020000000000095497,0.0020000000000095497,0.0020000000000379714,0.0020000000000379714,0.0020000000000379714,0.0020000000000379714,0.0020000000000379714,0.0020000000000379714,0.0030000000000427463,0.0030000000000427463,0.0030000000000427463,0.0030000000000427463,0.002999999999985903,0.002999999999985903,0.0029999999999290594,0.0029999999999290594,0.002999999999872216
