Times of Transmission,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.18,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.18,8.179,8.179,8.179,8.178,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.18,8.179,8.179,8.179,8.179,8.179,8.179,8.179,8.18,8.179,8.179
Real Time of Transmission,8.179,16.358,24.537,32.716,40.895,49.074000000000005,57.25300000000001,65.433,73.61200000000001,81.79100000000001,89.97000000000001,98.14900000000002,106.32800000000002,114.50700000000002,122.68600000000002,130.865,139.044,147.223,155.40300000000002,163.58200000000002,171.76100000000002,179.94000000000003,188.11800000000002,196.29700000000003,204.47600000000003,212.65500000000003,220.83400000000003,229.01300000000003,237.19200000000004,245.37100000000004,253.55000000000004,261.73,269.909,278.08799999999997,286.26699999999994,294.4459999999999,302.6249999999999,310.80399999999986,318.98299999999983,327.16299999999984,335.3419999999998,343.5209999999998
Predicted Times of Transmission,8.179,16.358,24.537,32.716,40.895,49.074,57.253,65.432,73.611,81.79,89.96900000000001,98.148,106.327,114.506,122.685,130.864,139.043,147.222,155.401,163.58,171.75900000000001,179.93800000000002,188.11700000000002,196.296,204.475,212.654,220.833,229.012,237.191,245.37,253.549,261.728,269.907,278.086,286.265,294.444,302.623,310.802,318.981,327.16,335.339,343.51800000000003
Error,0.0,0.0,0.0,0.0,0.0,7.105427357601002e-15,7.105427357601002e-15,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0.0010000000000189857,0.0010000000000189857,0.0010000000000189857,0.0010000000000189857,0.0010000000000047748,0.0010000000000047748,0.0010000000000047748,0.0020000000000095497,0.0020000000000095497,0.0020000000000095497,0.0020000000000095497,0.0010000000000047748,0.0010000000000331966,0.0010000000000331966,0.0010000000000331966,0.0010000000000331966,0.0010000000000331966,0.0010000000000331966,0.0010000000000331966,0.0010000000000331966,0.0020000000000095497,0.0020000000000095497,0.0019999999999527063,0.0019999999999527063,0.001999999999895863,0.001999999999895863,0.0019999999998390194,0.0019999999998390194,0.0029999999998153726,0.0029999999998153726,0.002999999999758529
