Receiver Serial Number,Three-Digit Line-Counter,Date/Time,Scheduled Status (STS),Detection Count (DC),Ping Count (PC),Line Voltage (LV) [V],Internal Receiver Temperature,Detection Memory Used,Raw Memory Used,Tilt Information [G],Output Noise,Output PPM Noise,Tag GPS Coords,Sensor GPS Coords,Time (s),Distance (m),Time of Flight (s),Predicted Distance (m)
457039,246,2021-02-22 21:00:51.767,STS,3174,29428,12.2,18.7,0.9,0.2,-0.97:-0.03:0.19,70.0,40.0,#FE
457039,251,2021-02-22 21:01:21.752,STS,3178,29455,12.2,18.7,0.9,0.2,-0.97:-0.03:0.19,57.0,31.5,#00
457039,255,2021-02-22 21:01:51.662,STS,3182,29487,12.2,18.7,0.9,0.2,-1.00:0.00:0.16,63.0,36.0,#C2
457039,260,2021-02-22 21:02:21.658,STS,3185,29516,12.2,18.7,0.9,0.2,-0.97:-0.03:0.19,68.5,35.5,#0D
457039,265,2021-02-22 21:02:51.643,STS,3189,29543,12.2,18.7,0.9,0.2,-0.97:-0.03:0.22,58.5,31.0,#03
457039,269,2021-02-22 21:03:21.556,STS,3193,29575,12.2,18.7,0.9,0.2,-0.97:-0.03:0.19,63.0,35.5,#0E
457039,274,2021-02-22 21:03:51.550,STS,3196,29603,12.2,18.7,0.9,0.2,-0.97:-0.03:0.19,68.0,36.5,#08
457039,279,2021-02-22 21:04:21.537,STS,3200,29631,12.2,18.7,0.9,0.2,-0.97:-0.03:0.19,57.0,30.5,#FB
457039,283,2021-02-22 21:04:51.446,STS,3204,29663,12.2,18.7,0.9,0.2,-0.97:-0.03:0.19,63.5,36.0,#04
457039,288,2021-02-22 21:05:21.439,STS,3207,29691,12.2,18.8,0.9,0.2,-0.97:-0.03:0.19,68.5,36.0,#13
457039,293,2021-02-22 21:05:51.420,STS,3211,29719,12.2,18.7,0.9,0.2,-0.97:-0.03:0.19,57.0,31.0,#F7
457039,297,2021-02-22 21:06:21.329,STS,3215,29751,12.2,18.8,0.9,0.2,-0.97:-0.03:0.19,63.0,36.0,#04
457039,302,2021-02-22 21:06:51.323,STS,3218,29780,12.2,18.7,0.9,0.2,-0.97:-0.03:0.19,70.0,39.0,#F9
457039,307,2021-02-22 21:07:21.307,STS,3222,29808,12.2,18.8,0.9,0.2,-0.97:-0.03:0.19,58.0,32.0,#FA
457039,311,2021-02-22 21:07:51.221,STS,3226,29840,12.2,18.8,0.9,0.2,-0.97:-0.03:0.19,61.5,34.0,#F4
457039,316,2021-02-22 21:08:21.219,STS,3229,29868,12.2,18.7,0.9,0.2,-0.97:0.00:0.19,68.0,35.5,#E2
