457049,445,2021-07-22 18:25:59.799,A69-1602,65477,43.5,34.0,0,#AE,0.00416850000000224
457049,446,2021-07-22 18:26:04.258,STS,4752,39717,12.4,21.5,0.1,0.3,-0.66:0.12:-0.75,56.5,33.0,#0E,0.01629480000000072
457049,447,2021-07-22 18:26:16.158,A69-1602,65477,43.5,34.5,0,#A4,5.748425900000001
457049,448,2021-07-22 18:26:40.695,A69-1602,65477,44.5,34.0,0,#A4,30.211509100000004
457049,449,2021-07-22 18:26:57.056,A69-1602,65477,44.5,34.0,0,#A4,46.54645620000001
457049,450,2021-07-22 18:27:04.680,STS,4755,39772,12.4,21.5,0.1,0.3,-0.69:0.09:-0.75,60.0,33.5,#11,53.90676210000001
457049,451,2021-07-22 18:27:29.772,A69-1602,65477,43.0,34.5,0,#A1,79.3940893
457049,452,2021-07-22 18:27:46.130,A69-1602,65477,46.5,34.0,0,#98,95.72987350000001
457049,453,2021-07-22 18:28:05.032,STS,4757,39824,12.4,21.5,0.1,0.3,-0.72:0.12:-0.72,69.0,35.5,#09,114.2579193
457049,454,2021-07-22 18:28:35.204,A69-1602,65477,46.0,34.0,0,#96,144.8328919
457049,455,2021-07-22 18:28:43.383,A69-1602,65477,44.5,34.5,0,#A6,153.02535740000002
457049,456,2021-07-22 18:28:51.562,A69-1602,65477,46.5,34.0,0,#A2,161.232721
457049,457,2021-07-22 18:28:59.742,A69-1602,65477,44.0,34.0,0,#A4,169.4401796
457049,458,2021-07-22 18:29:04.510,STS,4761,39873,12.6,21.5,0.1,0.3,-0.72:0.12:-0.75,57.0,33.5,#0E,173.74434300000001
457049,459,2021-07-22 18:30:04.719,STS,4761,39884,12.4,21.6,0.1,0.3,-0.69:0.06:-0.75,67.0,35.0,#1A,233.95122949999998
457049,460,2021-07-22 18:31:04.935,STS,4761,39923,12.4,21.6,0.1,0.3,-0.75:0.09:-0.69,63.5,34.0,#10,294.1587174
457049,461,2021-07-22 18:31:10.608,A69-1602,65477,46.0,34.0,0,#8F,300.33406779999996
457049,462,2021-07-22 18:32:04.205,STS,4762,39960,12.4,21.6,0.1,0.3,-0.69:0.09:-0.75,57.5,33.5,#12,353.4368715
457049,463,2021-07-22 18:33:04.422,STS,4762,39982,12.4,21.5,0.1,0.3,-0.66:0.09:-0.75,60.5,34.0,#0B,413.65927189999996
457049,464,2021-07-22 18:33:29.652,A69-1602,65477,41.0,34.0,0,#98,439.13090059999996
457049,465,2021-07-22 18:33:46.010,A69-1602,65477,43.0,34.0,0,#8E,455.46711389999996
457049,466,2021-07-22 18:34:04.778,STS,4764,40019,12.4,21.6,0.1,0.3,-0.72:0.03:-0.75,60.5,34.5,#0B,474.01039879999996
457049,467,2021-07-22 18:35:04.999,STS,4764,40036,12.4,21.6,0.1,0.3,-0.69:0.06:-0.75,60.5,33.5,#19,534.233048
457049,468,2021-07-22 18:35:32.342,A69-1602,65477,44.0,34.5,0,#9C,561.7520806
457049,469,2021-07-22 18:35:40.520,A69-1602,65477,43.0,34.0,0,#94,569.9442199
457049,470,2021-07-22 18:35:48.699,A69-1602,65477,42.0,33.5,0,#A8,578.1522566
457049,471,2021-07-22 18:36:04.409,STS,4767,40079,12.4,21.6,0.1,0.3,-0.69:0.09:-0.75,58.0,33.5,#16,593.6399968000001
457049,472,2021-07-22 18:36:05.057,A69-1602,65477,42.0,34.0,0,#94,594.7279935
