Receiver Serial Number,Three-Digit Line-Counter,Date/Time,Scheduled Status (STS),Detection Count (DC),Ping Count (PC),Line Voltage (LV) [V],Internal Receiver Temperature,Detection Memory Used,Raw Memory Used,Tilt Information [G],Output Noise,Output PPM Noise,Tag GPS Coords,Sensor GPS Coords,Time (s),Distance (m),Time of Flight (s),Predicted Distance (m)
457012,238,2021-07-22 11:15:24.408,STS,12611,467142,11.6,-103.0,0.4,4.0,-0.19:-0.91:0.25,74.5,43.5,#B3
457012,247,2021-07-22 11:16:25.157,STS,12619,467199,11.6,-103.0,0.4,4.0,-0.19:-0.91:0.25,56.0,31.5,#C2
457012,255,2021-07-22 11:17:24.812,STS,12626,467257,11.8,-103.0,0.4,4.0,-0.19:-0.91:0.25,72.5,30.5,#BC
457012,263,2021-07-22 11:18:24.472,STS,12633,467318,11.6,-103.0,0.4,4.0,-0.19:-0.91:0.25,72.5,39.0,#BC
457012,272,2021-07-22 11:19:25.225,STS,12641,467375,11.8,-103.0,0.4,4.0,-0.19:-0.91:0.25,55.5,31.0,#B7
457012,280,2021-07-22 11:20:24.886,STS,12648,467434,11.6,-103.0,0.4,4.0,-0.19:-0.91:0.25,71.5,33.5,#C0
457012,288,2021-07-22 11:21:24.536,STS,12656,467495,11.6,-103.0,0.4,4.0,-0.16:-0.91:0.25,72.0,43.0,#BC
457012,297,2021-07-22 11:22:25.288,STS,12663,467551,11.6,-103.0,0.4,4.0,-0.16:-0.91:0.25,56.0,32.0,#B9
457012,305,2021-07-22 11:23:24.934,STS,12670,467610,11.6,-103.0,0.4,4.0,-0.19:-0.91:0.25,73.0,35.0,#AC
457012,313,2021-07-22 11:24:24.587,STS,12678,467671,11.6,-103.0,0.4,4.0,-0.19:-0.91:0.25,71.0,43.5,#C1
457012,322,2021-07-22 11:25:25.337,STS,12685,467727,11.6,-103.0,0.4,4.0,-0.16:-0.88:0.25,58.0,34.5,#C4
457012,330,2021-07-22 11:26:24.996,STS,12692,467786,11.6,-103.0,0.4,4.0,-0.19:-0.91:0.25,74.0,31.0,#C4
457012,338,2021-07-22 11:27:24.657,STS,12700,467847,11.6,-103.0,0.4,4.0,-0.19:-0.91:0.25,70.0,39.5,#C4
457012,347,2021-07-22 11:28:24.392,STS,12707,467903,11.6,-103.0,0.4,4.0,-0.19:-0.91:0.25,54.0,29.0,#BD
457012,355,2021-07-22 11:29:25.069,STS,12714,467963,11.6,-103.0,0.4,4.0,-0.22:-0.91:0.25,77.0,36.5,#C5
