"['Times of Transmission', 8.179, 8.179, 8.179, 8.179, 8.18, 8.178, 8.18, 8.178, 8.179, 8.179, 8.18, 8.179, 8.179, 8.179, 8.179]"
"['Real Time of Transmission', 8.179, 16.358, 24.537, 32.716, 40.896, 49.074, 57.254, 65.432, 73.611, 81.79, 89.97, 98.149, 106.328, 114.507, 122.686]"
"['Predicted Times of Transmission', 8.179, 16.358, 24.537, 32.716, 40.895, 49.074, 57.253, 65.432, 73.611, 81.79, 89.96900000000001, 98.148, 106.327, 114.506, 122.685]"
"['Error', 0.0, 0.0, 0.0, 0.0, -0.0009999999999976694, 0.0, -0.0009999999999976694, 0.0, 0.0, 0.0, -0.000999999999990564, -0.0010000000000047748, -0.0010000000000047748, -0.0010000000000047748, -0.0010000000000047748]"
