457012,074,2021-07-22 19:51:26.478,A69-1602,65477,44.0,33.5,0,#96,0.0032212999999998715
457012,075,2021-07-22 19:52:05.782,STS,15627,492985,12.2,-103.0,0.5,4.2,-0.09:-0.94:0.25,63.5,41.0,#CF,36.3477773
457012,076,2021-07-22 19:53:04.630,A69-1602,65477,48.5,35.0,0,#92,95.38729799999999
457012,077,2021-07-22 19:53:06.078,STS,15628,493009,12.0,-103.0,0.5,4.2,-0.16:-0.88:0.25,57.0,33.0,#C4,96.6353211
457012,078,2021-07-22 19:53:12.810,A69-1602,65477,46.0,33.0,0,#8A,103.82756810000001
457012,079,2021-07-22 19:53:20.989,A69-1602,65477,47.0,33.0,0,#9C,112.04122149999998
457012,080,2021-07-22 19:53:53.706,A69-1602,65477,49.5,33.0,0,#94,144.6308999
457012,081,2021-07-22 19:54:01.885,A69-1602,65477,50.0,33.0,0,#8A,152.8302066
457012,082,2021-07-22 19:54:05.564,STS,15632,493061,12.0,-103.0,0.5,4.2,-0.12:-0.91:0.25,56.5,32.0,#B2,156.1223843
457012,083,2021-07-22 19:54:18.244,A69-1602,65477,50.5,33.0,0,#8E,169.41954249999998
457012,084,2021-07-22 19:54:34.602,A69-1602,65477,47.0,32.0,0,#8B,185.7542229
457012,085,2021-07-22 19:54:42.781,A69-1602,65477,46.5,32.5,0,#9C,193.9537796
457012,086,2021-07-22 19:55:06.000,STS,15635,493109,12.0,-103.0,0.5,4.2,-0.12:-0.91:0.25,57.5,32.5,#B5,216.5679582
457012,087,2021-07-22 19:55:15.497,A69-1602,65477,44.0,32.5,0,#9C,226.7983151
457012,088,2021-07-22 19:55:40.035,A69-1602,65477,44.5,32.5,0,#94,251.26737519999998
457012,089,2021-07-22 19:55:48.214,A69-1602,65477,42.5,32.5,0,#9A,259.4668633
457012,090,2021-07-22 19:56:05.417,STS,15638,493155,12.0,-103.0,0.5,4.2,-0.16:-0.88:0.22,56.5,32.5,#C6,275.9771081
457012,091,2021-07-22 19:56:29.111,A69-1602,65477,43.0,33.5,0,#8C,300.4465912
457012,092,2021-07-22 19:57:05.714,STS,15639,493189,12.0,-103.0,0.5,4.2,-0.12:-0.91:0.28,58.0,32.0,#C5,336.2804798
457012,093,2021-07-22 19:57:34.544,A69-1602,65477,42.5,33.0,0,#94,365.83299650000004
457012,094,2021-07-22 19:58:06.012,STS,15640,493219,12.0,-103.0,0.5,4.2,-0.09:-0.88:0.25,56.0,32.0,#B9,396.5686768
457012,095,2021-07-22 19:59:05.223,STS,15640,493253,12.0,-103.0,0.5,4.2,-0.22:-0.94:0.25,57.0,33.0,#B6,455.7839789
457012,096,2021-07-22 20:00:05.438,STS,15640,493292,12.0,-103.0,0.5,4.2,-0.12:-0.91:0.25,58.5,33.0,#AE,515.991744
457012,097,2021-07-22 20:00:26.306,A69-1602,65477,47.0,33.5,0,#86,537.4236443
457012,098,2021-07-22 20:00:34.485,A69-1602,65477,47.0,33.0,0,#89,545.6231692
457012,099,2021-07-22 20:01:05.801,STS,15642,493338,12.0,-103.0,0.5,4.2,-0.12:-0.94:0.28,56.5,32.5,#B7,576.357811
