Receiver Serial Number,Three-Digit Line-Counter,Date/Time,Transmitter Code-Space,Transmitter ID Number,Signal Level (dB),Noise-Level (dB),C,Channel,Tag GPS Coords,Sensor GPS Coords,Time (s),Distance (m),Time of Flight (s),Predicted Distance (m)
457049,328,2021-08-19 11:21:03.740,A69-1602,65477,64.5,31.5,0,#96,"(33.76012, -118.12036)","(33.759187, -118.120772)",3247.185,111,0.09364285714245923,136.71857142799047
457049,329,2021-08-19 11:21:11.919,A69-1602,65477,62.0,31.5,0,#97,"(33.76012, -118.12036)","(33.759187, -118.120772)",3255.364,111,0.09357142857111711,136.61428571383098
457049,330,2021-08-19 11:21:20.098,A69-1602,65477,63.0,31.5,0,#8E,"(33.76012, -118.12036)","(33.759187, -118.120772)",3263.543,111,0.09349999999977499,136.5099999996715
457049,331,2021-08-19 11:21:28.278,A69-1602,65477,62.5,31.5,0,#9B,"(33.76012, -118.12036)","(33.759187, -118.120772)",3271.723,111,0.09442857142818184,137.8657142851455
457049,332,2021-08-19 11:21:36.456,A69-1602,65477,61.0,31.5,0,#93,"(33.76012, -118.12036)","(33.759187, -118.120772)",3279.900071,111,0.09242814285682144,134.94508857095929
457049,333,2021-08-19 11:21:44.635,A69-1602,65477,65.5,32.0,0,#97,"(33.76012, -118.12036)","(33.759187, -118.120772)",3288.079071,111,0.09235671428547931,134.8408028567998
457049,335,2021-08-19 11:21:52.817,A69-1602,65477,63.0,31.5,0,#97,"(33.76012, -118.12036)","(33.759187, -118.120772)",3296.261071,111,0.09528528571383887,139.11651714220477
457049,336,2021-08-19 11:22:00.996,A69-1602,65477,64.5,31.5,0,#A0,"(33.76012, -118.12036)","(33.759187, -118.120772)",3304.437142,111,0.09228485714272949,134.73589142838506
457049,337,2021-08-19 11:22:09.175,A69-1602,65477,66.5,31.0,0,#9C,"(33.76012, -118.12036)","(33.759187, -118.120772)",3312.616142,111,0.09221342857093262,134.6316057135616
457049,338,2021-08-19 11:22:17.354,A69-1602,65477,61.5,31.5,0,#9B,"(33.76012, -118.12036)","(33.759187, -118.120772)",3320.795142,111,0.0921419999995905,134.52731999940212
457049,339,2021-08-19 11:22:25.533,A69-1602,65477,65.5,32.0,0,#9A,"(33.76012, -118.12036)","(33.759187, -118.120772)",3328.974142,111,0.09207057142824837,134.42303428524264
457049,340,2021-08-19 11:22:33.713,A69-1602,65477,65.0,31.0,0,#8B,"(33.76012, -118.12036)","(33.759187, -118.120772)",3337.154142,111,0.09299914285665523,135.77874857071663
457049,341,2021-08-19 11:22:41.892,A69-1602,65477,70.5,31.5,0,#99,"(33.76012, -118.12036)","(33.759187, -118.120772)",3345.332213,111,0.09199871428549855,134.31812285682787
457049,343,2021-08-19 11:22:50.071,A69-1602,65477,67.0,31.5,0,#91,"(33.76012, -118.12036)","(33.759187, -118.120772)",3353.511213,111,0.09192728571415643,134.21383714266838
457049,344,2021-08-19 11:22:58.250,A69-1602,65477,64.5,32.0,0,#97,"(33.76012, -118.12036)","(33.759187, -118.120772)",3361.690213,111,0.09185585714235955,134.10955142784496
457049,345,2021-08-19 11:23:06.429,A69-1602,65477,66.0,31.5,0,#9B,"(33.76012, -118.12036)","(33.759187, -118.120772)",3369.869213,111,0.09178442857101743,134.00526571368545
