Times of Transmission,8.18,16.359,8.179,32.716,8.18,65.431,24.538,16.358,16.358,16.358,8.179,40.896,8.179,32.716,8.179,49.076,8.178,16.359,24.537,16.358
Real Time of Transmission,8.18,24.539,32.718,65.434,73.614,139.04500000000002,163.58300000000003,179.94100000000003,196.29900000000004,212.65700000000004,220.83600000000004,261.732,269.911,302.627,310.806,359.882,368.06,384.419,408.95599999999996,425.31399999999996
Predicted Times of Transmission,8.17907142857143,16.35814285714286,24.53721428571429,32.71628571428572,40.89535714285715,49.07442857142858,57.2535,65.43257142857144,73.61164285714287,81.7907142857143,89.96978571428572,98.14885714285715,106.32792857142859,114.507,122.68607142857144,130.86514285714287,139.0442142857143,147.22328571428574,155.40235714285717,163.5814285714286
Error,0.0009285714285702795,0.0017857142857131691,0.0017142857142857792,0.0003571428571405022,0.0005892857142839603,7.142857142932775e-05,0.0001208791208801275,0.00010204081632738036,8.571428571499951e-05,7.142857142916625e-05,6.696428571473234e-05,8.571428571499951e-05,8.214285714203129e-05,5.900621117945711e-05,5.5900621116006484e-05,0.00010204081632535025,6.377551020264605e-05,9.113300492386586e-05,7.834101382186986e-05,7.142857142561354e-05
#88,23.9339472,#8D,#94,#90,#9A,84.4122715,#8F,#91,143.7377341,#91,#9D,204.07205549999998,#93,#9A,#91,#91,264.5349331,#92,#9A,323.8627623,#8A,#9A,384.1797058,#9D,#9C,#A1,#9C,443.6494715,#8D
