'Times of Transmission', 8.179, 8.178, 8.18, 8.179, 8.179, 8.179, 8.179, 8.18, 8.179, 8.179, 8.179, 8.179, 8.179, 8.179

'Real Time of Transmission', 8.179, 16.357, 24.537, 32.716, 40.895, 49.074000000000005, 57.25300000000001, 65.433, 73.61200000000001, 81.79100000000001, 89.97000000000001, 98.14900000000002, 106.32800000000002, 114.50700000000002

'Predicted Times of Transmission', 8.179, 16.358, 24.537, 32.716, 40.895, 49.074, 57.253, 65.432, 73.611, 81.79, 89.96900000000001, 98.148, 106.327, 114.506

'Error', 0.0, 0.0010000000000012221, 0.0, 0.0, 0.0, -7.105427357601002e-15, -7.105427357601002e-15, -0.0010000000000047748, -0.0010000000000047748, -0.0010000000000047748, -0.0010000000000047748, -0.0010000000000189857, -0.0010000000000189857, -0.0010000000000189857

